data__id,data__name,data__league_id,data__is_current_season,data__current_round_id,data__current_stage_id,data__fixtures__data__id,data__fixtures__data__league_id,data__fixtures__data__season_id,data__fixtures__data__stage_id,data__fixtures__data__round_id,,,data__fixtures__data__venue_id,data__fixtures__data__referee_id,data__fixtures__data__localteam_id,data__fixtures__data__visitorteam_id,data__fixtures__data__winner_team_id,data__fixtures__data__weather_report,data__fixtures__data__weather_report__code,data__fixtures__data__weather_report__type,data__fixtures__data__weather_report__icon,data__fixtures__data__weather_report__temperature__temp,data__fixtures__data__weather_report__temperature__unit,data__fixtures__data__weather_report__temperature_celcius__temp,data__fixtures__data__weather_report__temperature_celcius__unit,data__fixtures__data__weather_report__clouds,data__fixtures__data__weather_report__humidity,data__fixtures__data__weather_report__pressure,data__fixtures__data__weather_report__wind__speed,data__fixtures__data__weather_report__wind__degree,data__fixtures__data__weather_report__coordinates__lat,data__fixtures__data__weather_report__coordinates__lon,data__fixtures__data__weather_report__updated_at,data__fixtures__data__commentaries,data__fixtures__data__attendance,data__fixtures__data__pitch,data__fixtures__data__details,data__fixtures__data__neutral_venue,data__fixtures__data__winning_odds_calculated,data__fixtures__data__formations__localteam_formation,data__fixtures__data__formations__visitorteam_formation,data__fixtures__data__scores__localteam_score,data__fixtures__data__scores__visitorteam_score,data__fixtures__data__scores__localteam_pen_score,data__fixtures__data__scores__visitorteam_pen_score,data__fixtures__data__scores__ht_score,data__fixtures__data__scores__ft_score,data__fixtures__data__scores__et_score,data__fixtures__data__scores__ps_score,data__fixtures__data__time__status,data__fixtures__data__time__starting_at__date_time,data__fixtures__data__time__starting_at__date,data__fixtures__data__time__starting_at__time,data__fixtures__data__time__starting_at__timestamp,data__fixtures__data__time__starting_at__timezone,data__fixtures__data__time__minute,data__fixtures__data__time__second,data__fixtures__data__time__added_time,data__fixtures__data__time__extra_minute,data__fixtures__data__time__injury_time,data__fixtures__data__coaches__localteam_coach_id,data__fixtures__data__coaches__visitorteam_coach_id,data__fixtures__data__standings__localteam_position,data__fixtures__data__standings__visitorteam_position,data__fixtures__data__assistants__first_assistant_id,data__fixtures__data__assistants__second_assistant_id,data__fixtures__data__assistants__fourth_official_id,data__fixtures__data__leg,data__fixtures__data__colors,data__fixtures__data__colors__|,data__fixtures__data__colors__|__color,data__fixtures__data__colors__|__kit_colors,data__fixtures__data__deleted,,
,,,,,,11867380,8,16036,77443862,169667,,,151,null,9,14,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/12/2019 17:30,07/12/2019,17:30:00,1575739800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867381,8,16036,77443862,169667,,,449,null,20,65,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/12/2019 14:00,08/12/2019,14:00:00,1575813600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867382,8,16036,77443862,169667,,,489,null,33,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,08/12/2019 14:00,08/12/2019,14:00:00,1575813600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867383,8,16036,77443862,169667,,,281313,null,6,27,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/12/2019 15:00,07/12/2019,15:00:00,1575730800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867384,8,16036,77443862,169667,,,149,null,25,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,07/12/2019 15:00,07/12/2019,15:00:00,1575730800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867385,8,16036,77443862,169667,,,214,null,1,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,09/12/2019 20:00,09/12/2019,20:00:00,1575921600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867386,8,16036,77443862,169668,,,204,null,19,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,15/12/2019 16:30,15/12/2019,16:30:00,1576427400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867387,8,16036,77443862,169668,,,200,null,27,20,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/12/2019 15:00,14/12/2019,15:00:00,1576335600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867388,8,16036,77443862,169668,,,321614,null,18,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/12/2019 15:00,14/12/2019,15:00:00,1576335600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867389,8,16036,77443862,169668,,,201,null,51,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,16/12/2019 19:45,16/12/2019,19:45:00,1576525500,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867390,8,16036,77443862,169668,,,117,null,42,33,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/12/2019 15:00,14/12/2019,15:00:00,1576335600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867391,8,16036,77443862,169668,,,230,null,8,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/12/2019 12:30,14/12/2019,12:30:00,1576326600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867392,8,16036,77443862,169668,,,206,null,14,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,15/12/2019 14:00,15/12/2019,14:00:00,1576418400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867393,8,16036,77443862,169668,,,2,null,21,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/12/2019 15:00,14/12/2019,15:00:00,1576335600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867394,8,16036,77443862,169668,,,167,null,65,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,14/12/2019 17:30,14/12/2019,17:30:00,1576344600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867395,8,16036,77443862,169668,,,492,null,29,6,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,15/12/2019 14:00,15/12/2019,14:00:00,1576418400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867396,8,16036,77443862,169669,,,146,null,52,27,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/12/2019 15:00,21/12/2019,15:00:00,1576940400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867397,8,16036,77443862,169669,,,5,null,15,65,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/12/2019 15:00,21/12/2019,15:00:00,1576940400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867398,8,16036,77443862,169669,,,480,null,78,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/12/2019 15:00,21/12/2019,15:00:00,1576940400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867399,8,16036,77443862,169669,,,12,null,13,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/12/2019 12:30,21/12/2019,12:30:00,1576931400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867400,8,16036,77443862,169669,,,151,null,9,42,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/12/2019 17:30,21/12/2019,17:30:00,1576949400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867401,8,16036,77443862,169669,,,449,null,20,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/12/2019 15:00,21/12/2019,15:00:00,1576940400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867402,8,16036,77443862,169669,,,489,null,33,29,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,21/12/2019 15:00,21/12/2019,15:00:00,1576940400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867403,8,16036,77443862,169669,,,281313,null,6,18,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/12/2019 16:30,22/12/2019,16:30:00,1577032200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867404,8,16036,77443862,169669,,,149,null,25,14,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,22/12/2019 14:00,22/12/2019,14:00:00,1577023200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867405,8,16036,77443862,169669,,,214,null,1,8,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,POSTP,20/12/2019 23:00,20/12/2019,23:00:00,1576882800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867406,8,16036,77443862,169670,,,146,null,52,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 15:00,26/12/2019,15:00:00,1577372400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867407,8,16036,77443862,169670,,,5,null,15,33,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 15:00,26/12/2019,15:00:00,1577372400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867408,8,16036,77443862,169670,,,321614,null,18,65,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 15:00,26/12/2019,15:00:00,1577372400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867409,8,16036,77443862,169670,,,201,null,51,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 15:00,26/12/2019,15:00:00,1577372400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867410,8,16036,77443862,169670,,,12,null,13,27,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 15:00,26/12/2019,15:00:00,1577372400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867411,8,16036,77443862,169670,,,117,null,42,8,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 20:00,26/12/2019,20:00:00,1577390400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867412,8,16036,77443862,169670,,,206,null,14,20,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 17:30,26/12/2019,17:30:00,1577381400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867413,8,16036,77443862,169670,,,2,null,21,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 15:00,26/12/2019,15:00:00,1577372400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867414,8,16036,77443862,169670,,,281313,null,6,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,26/12/2019 12:30,26/12/2019,12:30:00,1577363400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867415,8,16036,77443862,169670,,,492,null,29,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,27/12/2019 19:45,27/12/2019,19:45:00,1577475900,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867416,8,16036,77443862,169671,,,204,null,19,18,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/12/2019 14:00,29/12/2019,14:00:00,1577628000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867417,8,16036,77443862,169671,,,480,null,78,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,28/12/2019 12:30,28/12/2019,12:30:00,1577536200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867418,8,16036,77443862,169671,,,200,null,27,14,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,28/12/2019 19:45,28/12/2019,19:45:00,1577562300,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867419,8,16036,77443862,169671,,,230,null,8,29,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/12/2019 16:30,29/12/2019,16:30:00,1577637000,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867420,8,16036,77443862,169671,,,151,null,9,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,29/12/2019 18:00,29/12/2019,18:00:00,1577642400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867421,8,16036,77443862,169671,,,449,null,20,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,28/12/2019 15:00,28/12/2019,15:00:00,1577545200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867422,8,16036,77443862,169671,,,489,null,33,6,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,28/12/2019 17:30,28/12/2019,17:30:00,1577554200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867423,8,16036,77443862,169671,,,167,null,65,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,28/12/2019 15:00,28/12/2019,15:00:00,1577545200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867424,8,16036,77443862,169671,,,149,null,25,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,28/12/2019 15:00,28/12/2019,15:00:00,1577545200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867425,8,16036,77443862,169671,,,214,null,1,42,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,28/12/2019 17:30,28/12/2019,17:30:00,1577554200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867426,8,16036,77443862,169672,,,204,null,19,14,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 20:00,01/01/2020,20:00:00,1577908800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867427,8,16036,77443862,169672,,,480,null,78,18,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 12:30,01/01/2020,12:30:00,1577881800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867428,8,16036,77443862,169672,,,200,null,27,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 12:30,01/01/2020,12:30:00,1577881800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867429,8,16036,77443862,169672,,,230,null,8,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,02/01/2020 20:00,02/01/2020,20:00:00,1577995200,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867430,8,16036,77443862,169672,,,151,null,9,13,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 17:30,01/01/2020,17:30:00,1577899800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867431,8,16036,77443862,169672,,,449,null,20,42,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 15:00,01/01/2020,15:00:00,1577890800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867432,8,16036,77443862,169672,,,489,null,33,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 17:30,01/01/2020,17:30:00,1577899800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867433,8,16036,77443862,169672,,,167,null,65,6,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 15:00,01/01/2020,15:00:00,1577890800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867434,8,16036,77443862,169672,,,149,null,25,29,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 15:00,01/01/2020,15:00:00,1577890800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867435,8,16036,77443862,169672,,,214,null,1,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,01/01/2020 17:30,01/01/2020,17:30:00,1577899800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867436,8,16036,77443862,169673,,,146,null,52,25,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,12/01/2020 14:00,12/01/2020,14:00:00,1578837600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867437,8,16036,77443862,169673,,,5,null,15,9,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,12/01/2020 16:30,12/01/2020,16:30:00,1578846600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867438,8,16036,77443862,169673,,,321614,null,18,27,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,11/01/2020 15:00,11/01/2020,15:00:00,1578754800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867439,8,16036,77443862,169673,,,201,null,51,19,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,11/01/2020 12:30,11/01/2020,12:30:00,1578745800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867440,8,16036,77443862,169673,,,12,null,13,78,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,11/01/2020 15:00,11/01/2020,15:00:00,1578754800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867441,8,16036,77443862,169673,,,117,null,42,65,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,11/01/2020 15:00,11/01/2020,15:00:00,1578754800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867442,8,16036,77443862,169673,,,206,null,14,33,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,11/01/2020 15:00,11/01/2020,15:00:00,1578754800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867443,8,16036,77443862,169673,,,2,null,21,1,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,10/01/2020 20:00,10/01/2020,20:00:00,1578686400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867444,8,16036,77443862,169673,,,281313,null,6,8,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,11/01/2020 17:30,11/01/2020,17:30:00,1578763800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867445,8,16036,77443862,169673,,,492,null,29,20,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,11/01/2020 15:00,11/01/2020,15:00:00,1578754800,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867446,8,16036,77443862,169674,,,204,null,19,21,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,18/01/2020 15:00,18/01/2020,15:00:00,1579359600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867447,8,16036,77443862,169674,,,480,null,78,15,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,18/01/2020 15:00,18/01/2020,15:00:00,1579359600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867448,8,16036,77443862,169674,,,200,null,27,42,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,19/01/2020 14:00,19/01/2020,14:00:00,1579442400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867449,8,16036,77443862,169674,,,230,null,8,14,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,19/01/2020 16:30,19/01/2020,16:30:00,1579451400,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867450,8,16036,77443862,169674,,,151,null,9,51,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,18/01/2020 15:00,18/01/2020,15:00:00,1579359600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867451,8,16036,77443862,169674,,,449,null,20,18,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,18/01/2020 17:30,18/01/2020,17:30:00,1579368600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867452,8,16036,77443862,169674,,,489,null,33,52,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,18/01/2020 15:00,18/01/2020,15:00:00,1579359600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867453,8,16036,77443862,169674,,,167,null,65,29,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,18/01/2020 15:00,18/01/2020,15:00:00,1579359600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
,,,,,,11867454,8,16036,77443862,169674,,,149,null,25,6,null,null,,,,,,,,,,,,,,,,FALSE,null,null,null,FALSE,FALSE,null,null,0,0,null,null,null,null,null,null,NS,18/01/2020 12:30,18/01/2020,12:30:00,1579350600,UTC,null,null,null,null,null,null,null,null,null,null,null,null,01-Jan,null,,,,FALSE,,
